URL,home_team,away_team,season_year,season_round,home_team_goals,away_team_goals,home_team_possession,away_team_possession,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_target,away_team_shots_target,home_team_shots_woodwork,away_team_shots_woodwork,home_team_shots_blocked,away_team_shots_blocked,home_team_shots_off_target,away_team_shots_off_target,home_team_shots_wide,away_team_shots_wide,home_team_attacks,away_team_attacks,home_team_dangerous_attacks,away_team_dangerous_attacks,home_team_offsides,away_team_offsides,home_team_penalties,away_team_penalties,home_team_yellow_red_cards,away_team_yellow_red_cards,home_team_yellow_cards,away_team_yellow_cards,home_team_red_cards,away_team_red_cards,home_team_fouls,away_team_fouls,home_team_free_kicks,away_team_free_kicks,home_team_goal_kicks,away_team_goal_kicks,home_team_throw_ins,away_team_throw_ins,home_team_corners,away_team_corners
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/atletico-mg/atletico-pr/1645209/live,Atletico Mg,Atletico Pr,2014,13, 3 , 1 , 61% , 39% , 7 , 2 ,,, 1 , , 6 , 1 , 6 , 6 ,,, 65 , 46 , 50 , 31 , , 1 ,,,,, 2 , 3 ,,, 13 , 13 , 14 , 13 , 13 , 7 , 25 , 24 , 10 , 5 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/criciuma/cruzeiro/1645222/live,Criciuma,Cruzeiro,2014,14,,, 43% , 57% , 3 , 5 ,,, , 1 , 3 , 1 , 3 , 3 ,,, 75 , 78 , 26 , 34 , 2 , 3 ,,,,, 3 , 1 ,,, 17 , 16 , 19 , 19 , 9 , 10 , 25 , 25 , 6 , 3 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/santos/corinthians/1645217/live,Santos,Corinthians,2014,14, , 1 , 41% , 59% , 1 , 4 ,,,,,,, 10 , 4 ,,, 43 , 54 , 29 , 30 , 1 , 4 ,,, 1 , , 3 , 3 ,,, 19 , 11 , 15 , 20 , 9 , 12 , 14 , 28 , 8 , 6 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/fluminense/coritiba/1645215/live,Fluminense,Coritiba,2014,14, 1 , 1 , 49% , 51% , 3 , 3 ,,, , 1 , 2 , 1 , 4 , 6 ,,, 30 , 47 , 22 , 27 , 1 , 1 ,,,,, 3 , 1 ,,, 14 , 20 , 21 , 15 , 12 , 6 , 22 , 38 , 4 , 10 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/internacional/santos/1645211/live,Internacional,Santos,2014,13, 1 , , 48% , 52% , 8 , 7 ,,, 2 , , , 3 , 5 , 2 ,,, 73 , 70 , 34 , 34 , 1 , 5 ,,, , 1 , 4 , 2 , 1 , , 16 , 17 , 22 , 17 , 12 , 13 , 19 , 25 , 4 , 4 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/flamengo/sport/1645214/live,Flamengo,Sport,2014,14, 1 , , 55% , 45% , 2 , 1 ,,,,, 1 , 2 , 5 , 7 ,,, 46 , 42 , 34 , 23 , 1 , ,,,,, 2 , 1 ,,, 17 , 25 , 25 , 18 , 9 , 8 , 28 , 36 , 10 , 5 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/goias/internacional/1645245/live,Goias,Internacional,2014,15, , 1 , 46% , 54% , 3 , 3 ,,,,, , 3 , 2 , 4 ,,, 61 , 66 , 27 , 33 , 2 , 5 ,,,,, 1 , 1 ,,, 15 , 15 , 20 , 17 , 6 , 5 , 30 , 18 , 6 , 9 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/internacional/gremio/1645221/live,Internacional,Gremio,2014,14, 2 , , 51% , 49% , 2 , 4 ,,,,, , 1 , 2 , 6 ,,, 51 , 55 , 32 , 34 , 3 , 1 ,,,,, 3 , 5 ,,, 16 , 22 , 23 , 19 , 4 , 6 , 27 , 33 , 3 , 7 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/sao-paulo/vitoria/1645216/live,Sao Paulo,Vitoria,2014,14, 3 , 1 , 51% , 49% , 1 , 2 ,,,,,,, 8 , 5 ,,, 56 , 71 , 38 , 40 , 1 , 2 ,,,,, 5 , 2 ,,, 26 , 9 , 11 , 27 , 9 , 14 , 27 , 33 , 3 , 3 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/palmeiras/sao-paulo/1645239/live,Palmeiras,Sao Paulo,2014,15, 1 , 2 , 58% , 42% , 3 , 1 ,,,,, 2 , 6 , 7 , 3 ,,, 67 , 66 , 37 , 25 , , 6 , 1 , ,,, 2 , 4 ,,, 18 , 22 , 28 , 18 , 2 , 10 , 32 , 27 , 8 , 1 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/chapecoense/figueirense/1645223/live,Chapecoense,Figueirense,2014,14, , 1 , 53% , 47% , 3 , 4 ,,,,, 4 , 2 , 4 , 2 ,,, 57 , 54 , 27 , 22 , 1 , ,,,,, 2 , 2 ,,, 16 , 24 , 24 , 17 , 5 , 9 , 34 , 31 , 7 , 9 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/atletico-pr/botafogo/1645218/live,Atletico Pr,Botafogo,2014,14, 2 , , 46% , 54% , 5 , 6 ,,,,, 1 , 2 , 4 , 4 ,,, 64 , 72 , 42 , 39 , 3 , ,,,,, , 3 ,,, 19 , 16 , 16 , 22 , 7 , 7 , 18 , 34 , 4 , 3 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/atletico-mg/palmeiras/1645219/live,Atletico Mg,Palmeiras,2014,14, 2 , 1 , 55% , 45% , 3 , 5 ,,,,, , 1 , 9 , 1 ,,, 81 , 63 , 58 , 39 , 3 , 5 ,,,,, 2 , 2 ,,, 14 , 12 , 17 , 17 , 4 , 13 , 23 , 24 , 8 , 4 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/corinthians/bahia/1645238/live,Corinthians,Bahia,2014,15, 1 , 1 , 58% , 42% , 6 , 1 ,,,,,,, 10 , 3 ,,, 51 , 46 , 28 , 23 , , 7 ,,,,, 1 , 4 ,,, 21 , 23 , 30 , 21 , 8 , 11 , 31 , 15 , 7 , 4 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/sport/palmeiras/1645247/live,Sport,Palmeiras,2014,16, 2 , 1 , 52% , 48% , 8 , 1 ,,, 1 , , , 1 , 11 , 2 ,,, 53 , 49 , 27 , 21 , 2 , ,,,,, , 1 ,,, 20 , 18 , 18 , 22 , 7 , 11 , 23 , 31 , 4 , 5 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/sport/atletico-pr/1645237/live,Sport,Atletico Pr,2014,15, 1 , 1 , 60% , 40% , 5 , 1 ,,, 1 , , 5 , 2 , 4 , 4 ,,, 46 , 36 , 30 , 14 , 3 , 1 ,,,,, 4 , 3 ,,, 18 , 19 , 20 , 21 , 9 , 12 , 32 , 19 , 8 , 2 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/gremio/criciuma/1645243/live,Gremio,Criciuma,2014,15, 2 , , 53% , 47% , 4 , 2 ,,,,, 1 , , 6 , 3 ,,, 72 , 74 , 27 , 20 , 1 , 3 , 1 , ,,, 1 , 2 ,,, 17 , 18 , 21 , 18 , 10 , 10 , 18 , 20 , 2 , 3 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/cruzeiro/santos/1645241/live,Cruzeiro,Santos,2014,15, 3 , , 50% , 50% , 3 , 1 ,,,,, 1 , , 5 , 6 ,,, 66 , 62 , 38 , 38 , 2 , 1 ,,,,, 3 , 1 ,,, 15 , 13 , 14 , 19 , 10 , 5 , 18 , 28 , 3 , 4 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/vitoria/chapecoense/1645242/live,Vitoria,Chapecoense,2014,15,,, 55% , 45% , 3 , 6 ,,, 1 , , 1 , , 7 , 9 ,,, 56 , 43 , 37 , 27 , 1 , 2 ,,,,, 1 , 1 ,,, 15 , 14 , 16 , 16 , 12 , 13 , 19 , 21 , 3 , 4 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/botafogo/fluminense/1645236/live,Botafogo,Fluminense,2014,15, 2 , , 45% , 55% , 4 , 3 ,,,,, 1 , 1 , 5 , 6 ,,, 62 , 62 , 33 , 35 , 2 , 1 , , 1 ,,, 4 , 2 ,,, 13 , 11 , 12 , 15 , 18 , 10 , 21 , 26 , 6 , 3 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/figueirense/atletico-mg/1645244/live,Figueirense,Atletico Mg,2014,15, 2 , 2 , 38% , 62% , 3 , 2 ,,,,, , 2 , 5 , 5 ,,, 68 , 68 , 42 , 44 , 6 , 1 , , 1 ,,, 6 , 5 ,,, 23 , 12 , 13 , 30 , 7 , 6 , 13 , 26 , 5 , 7 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/coritiba/flamengo/1645240/live,Coritiba,Flamengo,2014,15, , 1 , 55% , 45% , 3 , 1 ,,, 1 , ,,, 6 , 3 ,,, 77 , 61 , 49 , 26 , 1 , 4 ,,, 1 , , 2 , 4 ,,, 15 , 27 , 31 , 16 , 3 , 17 , 34 , 27 , 13 , 2 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/figueirense/botafogo/1645254/live,Figueirense,Botafogo,2014,16, 1 , , 44% , 56% , 2 , 4 ,,, 1 , , 2 , 4 , 6 , 5 ,,, 65 , 73 , 39 , 48 , 2 , 2 ,,,,, 1 , 2 ,,, 27 , 11 , 15 , 31 , 13 , 12 , 16 , 26 , 6 , 10 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/internacional/sao-paulo/1645253/live,Internacional,Sao Paulo,2014,16, , 1 , 59% , 41% , 1 , 1 ,,, 1 , , 1 , 1 , 3 , 3 ,,, 73 , 57 , 52 , 32 , 3 , 4 ,,,,, 1 , 1 ,,, 10 , 18 , 22 , 13 , 4 , 10 , 26 , 28 , 7 , 2 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/santos/atletico-pr/1645249/live,Santos,Atletico Pr,2014,16, 2 , , 45% , 55% , 6 , 3 ,,, , 1 , 1 , 1 , 8 , 5 ,,, 46 , 56 , 28 , 28 , 2 , 3 , , 1 ,,, , 2 ,,, 19 , 16 , 19 , 21 , 7 , 12 , 25 , 27 , 4 , 4 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/chapecoense/fluminense/1645255/live,Chapecoense,Fluminense,2014,16, 1 , , 49% , 51% , 4 , 6 ,,,,, 2 , , 6 , 3 ,,, 54 , 49 , 19 , 30 , 2 , 1 ,,, , 1 , 2 , 3 ,,, 15 , 17 , 18 , 17 , 7 , 7 , 22 , 20 , 3 , 10 
https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/coritiba/vitoria/1645250/live,Coritiba,Vitoria,2014,16, 2 , , 44% , 56% , 2 , ,,,,, 1 , 2 , 8 , 3 ,,, 77 , 84 , 51 , 44 , 6 , 2 , 1 , ,,, 3 , 1 ,,, 19 , 10 , 12 , 25 , 12 , 14 , 17 , 36 , 5 , 5 
