Goias;Atletico Pr;2015;2; 2 ; ; 40% ; 60% ; 4 ; 2 ;;;;; 1 ; ; 6 ; 5 ;;; 44 ; 67 ; 28 ; 33 ; ; 1 ;;;;; 2 ; 1 ; ; 1 ; 13 ; 18 ; 19 ; 13 ; 6 ; 7 ; 20 ; 22 ; 6 ; 5 
Coritiba;Gremio;2015;2; 2 ; ; 41% ; 59% ; 1 ; 7 ;;;;;;; 4 ; 3 ;;; 53 ; 80 ; 32 ; 34 ; 2 ; 4 ;;;;; 2 ; 3 ;;; 23 ; 13 ; 17 ; 25 ; 8 ; 5 ; 20 ; 31 ; 2 ; 4 
Corinthians;Chapecoense;2015;2; 1 ; ; 48% ; 52% ; 2 ; 4 ;;; 1 ; ;;; 4 ; 3 ;;; 59 ; 63 ; 31 ; 41 ; 1 ; 5 ;;;;; 2 ; 3 ;;; 16 ; 13 ; 18 ; 17 ; 10 ; 6 ; 22 ; 15 ; 7 ; 2 
Atletico Mg;Fluminense;2015;2; 4 ; 1 ; 52% ; 48% ; 4 ; 1 ;;; 2 ; ; 1 ; 1 ; 4 ; 2 ;;; 61 ; 63 ; 37 ; 28 ; 2 ; 2 ; ; 1 ;;; 2 ; 1 ;;; 15 ; 10 ; 12 ; 17 ; 5 ; 14 ; 24 ; 18 ; 7 ; 
Ponte Preta;Sao Paulo;2015;2; 1 ; ; 39% ; 61% ; 5 ; 2 ;;; 1 ; ; 4 ; 2 ; 6 ; 6 ;;; 44 ; 56 ; 29 ; 37 ; 5 ; 1 ;;;;; 1 ; 3 ;;; 14 ; 14 ; 15 ; 20 ; 7 ; 6 ; 24 ; 40 ; 6 ; 4 
Internacional;Avai;2015;2; 1 ; ; 57% ; 43% ; 1 ; 2 ;;;;; ; 1 ; 6 ; 2 ;;; 65 ; 59 ; 44 ; 39 ; ; 3 ;;;;; 3 ; 7 ;;; 18 ; 28 ; 31 ; 18 ; 7 ; 9 ; 13 ; 20 ; 4 ; 9 
Joinville;Palmeiras;2015;2;;; 42% ; 58% ; 2 ; 2 ;;;;; ; 1 ; 2 ; 7 ;;; 72 ; 85 ; 44 ; 54 ; 5 ; 3 ;;;;; 3 ; 1 ;;; 17 ; 12 ; 15 ; 22 ; 11 ; 4 ; 16 ; 27 ; 1 ; 5 
Sao Paulo;Joinville;2015;3; 3 ; ; 55% ; 45% ; 5 ; 1 ;;;;; 2 ; 2 ; 7 ; 3 ;;; 53 ; 31 ; 33 ; 18 ; 3 ; 1 ;;;;; 2 ; ;;; 12 ; 10 ; 11 ; 15 ; 6 ; 13 ; 13 ; 11 ; 5 ; 
Figueirense;Vasco;2015;2;;; 45% ; 55% ; 4 ; 4 ;;;;; 1 ; 1 ; 5 ; 5 ;;; 59 ; 49 ; 41 ; 29 ; 3 ; ;;;;; 2 ; 6 ;;; 15 ; 12 ; 12 ; 19 ; 10 ; 9 ; 20 ; 18 ; 6 ; 7 
Santos;Cruzeiro;2015;2; 1 ; ; 46% ; 54% ; 5 ; 2 ;;; 1 ; ; 3 ; ; 10 ; 4 ;;; 50 ; 41 ; 29 ; 25 ; 2 ; 5 ;;;;; 1 ; 4 ;;; 18 ; 13 ; 18 ; 20 ; 8 ; 14 ; 15 ; 18 ; 15 ; 3 
Flamengo;Sport;2015;2; 2 ; 2 ; 52% ; 48% ; 6 ; 3 ;;;;; 2 ; 1 ; 8 ; 7 ;;; 58 ; 37 ; 47 ; 26 ; 6 ; 1 ; ; 1 ;;; 2 ; 3 ;;; 8 ; 7 ; 8 ; 15 ; 7 ; 11 ; 17 ; 19 ; 13 ; 3 
Avai;Flamengo;2015;3; 2 ; 1 ; 44% ; 56% ; 3 ; 1 ;;;;; 2 ; ; 3 ; 3 ;;; 67 ; 60 ; 38 ; 27 ; ; 7 ;;;;; 5 ; 5 ;;; 13 ; 15 ; 22 ; 14 ; 6 ; 7 ; 20 ; 23 ; 4 ; 2 
Vasco;Internacional;2015;3; 1 ; 1 ; 61% ; 39% ; 6 ; ;;;;; ; 1 ; 7 ; 5 ;;; 59 ; 24 ; 44 ; 15 ; 1 ; ;;; ; 1 ; 6 ; 3 ;;; 13 ; 14 ; 16 ; 16 ; 7 ; 17 ; 30 ; 22 ; 8 ; 1 
Palmeiras;Goias;2015;3; ; 1 ; 66% ; 34% ; 11 ; 4 ;;; 1 ; ; 6 ; 2 ; 4 ; 1 ;;; 54 ; 34 ; 40 ; 15 ; 5 ; 1 ;;; ; 1 ; 6 ; 5 ; 1 ; ; 13 ; 24 ; 25 ; 18 ; 2 ; 8 ; 37 ; 29 ; 13 ; 6 
Gremio;Figueirense;2015;3; 1 ; ; 61% ; 39% ; 3 ; 2 ;;;;; 1 ; ; 2 ; ;;; 72 ; 72 ; 35 ; 14 ; 1 ; ;;;;; 5 ; 5 ;;; 15 ; 25 ; 25 ; 16 ; 4 ; 9 ; 32 ; 26 ; 11 ; 4 
Fluminense;Corinthians;2015;3;;; 42% ; 58% ; 5 ; 3 ;;; 1 ; ; 2 ; 1 ; 4 ; 3 ;;; 48 ; 39 ; 35 ; 27 ; 2 ; 3 ;;;;; 2 ; 2 ;;; 17 ; 5 ; 9 ; 21 ; 6 ; 6 ; 12 ; 29 ; 9 ; 6 
Atletico Pr;Atletico Mg;2015;3; 1 ; ; 36% ; 64% ; 5 ; 5 ;;;;; 1 ; ; 3 ; 12 ;;; 63 ; 84 ; 37 ; 66 ; 3 ; 3 ;;;;; 4 ; ; 1 ; ; 7 ; 8 ; 11 ; 10 ; 17 ; 4 ; 17 ; 41 ; 2 ; 9 
Joinville;Atletico Pr;2015;4; 1 ; 2 ; 53% ; 47% ; 2 ; 4 ;;;;; 1 ; 5 ; 4 ; 4 ;;; 59 ; 57 ; 30 ; 38 ; 1 ; 4 ;;;;; ; 4 ;;; 12 ; 13 ; 17 ; 13 ; 3 ; 7 ; 29 ; 21 ; 4 ; 7 
Coritiba;Avai;2015;4; 1 ; 2 ; 56% ; 44% ; 3 ; 5 ;;; 1 ; ; 1 ; ; 5 ; 4 ;;; 77 ; 79 ; 41 ; 37 ; 3 ; ;;;;; 4 ; 4 ;;; 17 ; 21 ; 21 ; 20 ; 9 ; 6 ; 28 ; 20 ; 5 ; 3 
Santos;Sport;2015;4; 2 ; 2 ; 55% ; 45% ; 2 ; 4 ;;; 1 ; 1 ; 4 ; 1 ; 8 ; 5 ;;; 56 ; 42 ; 42 ; 25 ; 7 ; ;;;;; 1 ; 2 ;;; 9 ; 10 ; 10 ; 16 ; 7 ; 8 ; 23 ; 17 ; 8 ; 7 
Sport;Coritiba;2015;3; 1 ; ; 53% ; 47% ; 1 ; 2 ;;; ; 1 ; 2 ; 1 ; 7 ; 4 ;;; 41 ; 41 ; 18 ; 18 ; 1 ; ;;;;; 1 ; 4 ;;; 14 ; 17 ; 17 ; 15 ; 7 ; 8 ; 14 ; 19 ; 2 ; 5 
Ponte Preta;Chapecoense;2015;4; 3 ; 1 ; 48% ; 52% ; 4 ; 3 ;;;;; ; 5 ; 7 ; 4 ;;; 62 ; 51 ; 42 ; 29 ; 1 ; ;;; ; 1 ; 4 ; 2 ;;; 17 ; 15 ; 16 ; 18 ; 5 ; 14 ; 31 ; 30 ; ; 4 
Cruzeiro;Ponte Preta;2015;3; 1 ; 1 ; 59% ; 41% ; 4 ; 4 ;;; 1 ; ; 4 ; 1 ; 9 ; 9 ;;; 43 ; 46 ; 22 ; 30 ; 4 ; 4 ;;;;; 2 ; 2 ;;; 16 ; 12 ; 16 ; 20 ; 10 ; 10 ; 25 ; 23 ; 16 ; 3 
Corinthians;Palmeiras;2015;4; ; 2 ; 54% ; 46% ; 2 ; 4 ;;;;; 1 ; 1 ; 6 ; 4 ;;; 72 ; 72 ; 43 ; 43 ; 4 ; 3 ;;;;; 5 ; 5 ;;; 21 ; 21 ; 24 ; 25 ; 9 ; 9 ; 22 ; 24 ; 2 ; 6 
Chapecoense;Santos;2015;3; 1 ; ; 46% ; 54% ; 3 ; 5 ;;;;; 4 ; 8 ; 6 ; 7 ;;; 49 ; 56 ; 26 ; 37 ; 3 ; 3 ;;;;; 5 ; 6 ;;; 13 ; 18 ; 21 ; 16 ; 12 ; 11 ; 25 ; 26 ; 4 ; 5 
Atletico Mg;Vasco;2015;4; 3 ; ; 52% ; 48% ; 4 ; ;;;;; 2 ; 1 ; 10 ; 7 ;;; 61 ; 70 ; 44 ; 49 ; 3 ; 3 ;;;;; ; 3 ;;; 15 ; 12 ; 15 ; 18 ; 11 ; 13 ; 21 ; 21 ; 5 ; 7 
Flamengo;Fluminense;2015;4; 2 ; 3 ; 64% ; 36% ; 4 ; ;;; 1 ; ; 1 ; 1 ; 8 ; 3 ;;; 53 ; 23 ; 35 ; 15 ; 1 ; ; ; 1 ; 1 ; ; 6 ; 3 ; ; 1 ; 23 ; 21 ; 23 ; 24 ; 4 ; 10 ; 34 ; 8 ; 8 ; 1 
Figueirense;Cruzeiro;2015;4; 2 ; 1 ; 36% ; 64% ; 3 ; 8 ;;;;; ; 5 ; 3 ; 6 ;;; 54 ; 69 ; 29 ; 41 ; 1 ; 1 ;;; ; ; 3 ; 6 ;;; 16 ; 12 ; 13 ; 18 ; 8 ; 5 ; 26 ; 30 ; 5 ; 4 
Internacional;Sao Paulo;2015;4;;; 54% ; 46% ; 4 ; 4 ;;; ; 1 ; ; 1 ; 5 ; 3 ;;; 78 ; 77 ; 34 ; 39 ; 3 ; 3 ;;; ; 1 ; 3 ; 1 ;;; 18 ; 17 ; 20 ; 21 ; 7 ; 8 ; 18 ; 33 ; 5 ; 10 
Goias;Gremio;2015;4; 1 ; 1 ; 43% ; 57% ; 1 ; 3 ;;; ; 1 ; 2 ; 2 ; 4 ; 1 ;;; 53 ; 57 ; 25 ; 32 ; ; 1 ;;;;; 1 ; 1 ;;; 13 ; 14 ; 15 ; 13 ; 5 ; 9 ; 27 ; 13 ; 2 ; 3 
Sao Paulo;Santos;2015;5; 3 ; 2 ; 56% ; 44% ;;;;;;; 2 ; 1 ; 6 ; 3 ;;; 65 ; 59 ; 36 ; 24 ; 1 ; ; 1 ; 1 ;;; 4 ; 3 ; ; 1 ; 14 ; 11 ; 11 ; 15 ; 5 ; 6 ; 26 ; 15 ; 8 ; 1 
Gremio;Corinthians;2015;5; 3 ; 1 ; 40% ; 60% ; 2 ; 8 ;;; 1 ; 1 ;;; 3 ; 4 ;;; 75 ; 74 ; 37 ; 42 ; 6 ; ;;;;; 2 ; 3 ;;; 21 ; 11 ; 11 ; 27 ; 7 ; 8 ; 8 ; 30 ; 3 ; 5 
Cruzeiro;Flamengo;2015;5; 1 ; ; 54% ; 46% ; 3 ; 1 ;;;;; ; 1 ; 6 ; 6 ;;; 56 ; 51 ; 28 ; 28 ; 2 ; 1 ;;;;; 2 ; 3 ;;; 16 ; 17 ; 18 ; 18 ; 12 ; 13 ; 30 ; 26 ; 5 ; 10 
Avai;Atletico Mg;2015;5; 1 ; 4 ; 49% ; 51% ; 4 ; 2 ;;; ; 1 ; ; 1 ; 1 ; 7 ;;; 58 ; 57 ; 40 ; 37 ; 3 ; 3 ;;;;; 3 ; 3 ;;; 11 ; 14 ; 18 ; 15 ; 9 ; 6 ; 18 ; 20 ; 10 ; 7 
Fluminense;Coritiba;2015;5; 2 ; ; 50% ; 50% ; 5 ; 5 ;;;;; 2 ; 3 ; 4 ; 1 ;;; 45 ; 45 ; 22 ; 28 ; 1 ; 3 ;;;;; 1 ; 4 ;;; 13 ; 24 ; 28 ; 14 ; 4 ; 8 ; 31 ; 21 ; 3 ; 4 
Chapecoense;Joinville;2015;5; 2 ; ; 47% ; 53% ; 2 ; 5 ;;;;; ; 3 ; 3 ; 6 ;;; 53 ; 57 ; 16 ; 26 ; ; 1 ;;;;; 3 ; 5 ;;; 17 ; 12 ; 13 ; 17 ; 6 ; 11 ; 28 ; 42 ; 7 ; 10 
Atletico Pr;Figueirense;2015;5; 1 ; ; 51% ; 49% ; 4 ; ;;;;; 1 ; 2 ; 7 ; 3 ;;; 84 ; 73 ; 41 ; 38 ; 1 ; 4 ;;;;; 1 ; 4 ;;; 11 ; 9 ; 13 ; 12 ; 9 ; 11 ; 32 ; 33 ; 6 ; 4 
Vasco;Ponte Preta;2015;5; ; 3 ; 48% ; 52% ; 5 ; 2 ;;; 1 ; 1 ; 3 ; 2 ; 3 ; 4 ;;; 36 ; 34 ; 12 ; 19 ; ; 3 ; 1 ; ; 1 ; ; 2 ; 3 ; 1 ; ; 14 ; 16 ; 19 ; 14 ; 10 ; 6 ; 19 ; 13 ; 6 ; 2 
Santos;Ponte Preta;2015;6; 2 ; 2 ; 53% ; 47% ; 4 ; 3 ;;;;; 3 ; 5 ; 4 ; 7 ;;; 60 ; 56 ; 33 ; 33 ; 2 ; 3 ; 1 ; ;;; 2 ; 2 ;;; 17 ; 14 ; 17 ; 19 ; 13 ; 7 ; 18 ; 22 ; 6 ; 2 
Atletico Mg;Cruzeiro;2015;6; 1 ; 3 ; 59% ; 41% ; 3 ; 2 ;;;;; 2 ; ; 4 ; 5 ;;; 64 ; 61 ; 46 ; 36 ; 2 ; 2 ;;;;;;;;; 11 ; 12 ; 14 ; 13 ; 9 ; 11 ; 31 ; 31 ; 7 ; 6 
Palmeiras;Internacional;2015;5; 1 ; 1 ; 59% ; 41% ; 6 ; 2 ;;;;; 4 ; 2 ; 4 ; 1 ;;; 61 ; 50 ; 43 ; 27 ; 3 ; 1 ;;;;; 1 ; 4 ;;; 14 ; 12 ; 13 ; 18 ; 4 ; 8 ; 33 ; 26 ; 9 ; 2 
Sport;Goias;2015;5; 1 ; ; 64% ; 36% ; 2 ; 4 ;;; 1 ; ; 2 ; ; 4 ; 4 ;;; 60 ; 37 ; 36 ; 15 ; 4 ; 1 ;;;;; 2 ; 4 ;;; 11 ; 12 ; 14 ; 15 ; 7 ; 7 ; 18 ; 12 ; 7 ; 3 
Flamengo;Chapecoense;2015;6; 1 ; ; 59% ; 41% ; 2 ; 3 ;;;;; 4 ; 1 ; 13 ; 1 ;;; 54 ; 29 ; 43 ; 13 ; 2 ; 1 ;;;;; 1 ; ; ; 1 ; 13 ; 12 ; 13 ; 15 ; 4 ; 18 ; 40 ; 39 ; 5 ; 1 
Joinville;Corinthians;2015;6; ; 1 ; 51% ; 49% ; 5 ; 3 ;;; ; 1 ; ; 1 ; 9 ; 5 ;;; 69 ; 58 ; 48 ; 32 ;;;;;;; 1 ; 1 ;;; 8 ; 9 ; 9 ; 8 ; 8 ; 17 ; 25 ; 27 ; 9 ; 5 
Atletico Pr;Vasco;2015;6; 2 ; ; 46% ; 54% ; 1 ; 5 ;;; 1 ; 1 ; 1 ; 1 ; 5 ; 5 ;;; 66 ; 71 ; 35 ; 38 ; 2 ; 2 ; 1 ; ;;; 4 ; 3 ;;; 15 ; 7 ; 9 ; 17 ; 5 ; 15 ; 27 ; 22 ; 7 ; 3 
Atletico Mg;Santos;2015;7; 2 ; 2 ; 61% ; 39% ; 5 ; 4 ;;;;; 2 ; 1 ; 5 ; 2 ;;; 67 ; 46 ; 51 ; 32 ; 4 ; 3 ;;;;; 1 ; 4 ;;; 9 ; 16 ; 19 ; 13 ; 6 ; 8 ; 25 ; 16 ; 12 ; 5 
Goias;Avai;2015;6; ; 1 ; 54% ; 46% ; 3 ; 1 ;;;;; 1 ; 3 ; 2 ; 5 ;;; 77 ; 60 ; 37 ; 35 ; 4 ; 2 ;;;;; 2 ; 4 ;;; 15 ; 17 ; 19 ; 19 ; 12 ; 5 ; 22 ; 26 ; 6 ; 2 
Internacional;Coritiba;2015;6; 2 ; ; 46% ; 54% ; 4 ; 8 ;;; 1 ; 1 ; 1 ; 10 ; 5 ; 5 ;;; 68 ; 88 ; 42 ; 65 ; ; 2 ;;; 1 ; ; 4 ; 5 ;;; 6 ; 11 ; 13 ; 6 ; 9 ; 9 ; 17 ; 24 ; 3 ; 11 
Figueirense;Palmeiras;2015;6; 2 ; 1 ; 38% ; 62% ; 2 ; 1 ;;;;; 1 ; 7 ; 1 ; 4 ;;; 56 ; 69 ; 24 ; 37 ; 7 ; 3 ;;;;; 3 ; 3 ;;; 22 ; 13 ; 17 ; 30 ; 10 ; 4 ; 21 ; 29 ; 2 ; 4 
Fluminense;Sport;2015;6;;; 44% ; 56% ; 6 ; 1 ;;;;; 2 ; ; 8 ; 5 ;;; 48 ; 32 ; 26 ; 10 ; 2 ; ;;;;; 3 ; 2 ;;; 13 ; 11 ; 11 ; 15 ; 6 ; 10 ; 24 ; 21 ; 7 ; 5 
Chapecoense;Sao Paulo;2015;7; ; 1 ; 64% ; 36% ; 7 ; 1 ;;;;; 8 ; 2 ; 9 ; 3 ;;; 64 ; 45 ; 30 ; 22 ; 2 ; 2 ;;;;; 2 ; 4 ;;; 6 ; 28 ; 30 ; 8 ; 8 ; 14 ; 37 ; 33 ; 7 ; 3 
Vasco;Cruzeiro;2015;7; 1 ; 3 ; 56% ; 44% ; 7 ; ;;;;; 3 ; ; 5 ; 4 ;;; 46 ; 35 ; 16 ; 16 ; 3 ; 1 ;;;;; 2 ; 4 ;;; 13 ; 25 ; 26 ; 16 ; 7 ; 8 ; 24 ; 16 ; 6 ; 
Sport;Joinville;2015;7; 2 ; 1 ; 50% ; 50% ; 3 ; 10 ;;;;; ; 1 ; 3 ; 10 ;;; 41 ; 51 ; 17 ; 28 ; 7 ; 2 ;;; ; ; ; 4 ;;; 10 ; 11 ; 14 ; 17 ; 13 ; 4 ; 20 ; 17 ; 3 ; 6 
Ponte Preta;Goias;2015;7; ; ; 55% ; 45% ; 6 ; 5 ;;;;; 3 ; 2 ; 6 ; 10 ;;; 57 ; 46 ; 37 ; 31 ; 3 ; 1 ;;;;; 3 ; 3 ;;; 24 ; 18 ; 19 ; 27 ; 10 ; 8 ; 24 ; 16 ; 5 ; 6 
Palmeiras;Fluminense;2015;7; 2 ; 1 ; 64% ; 36% ; 8 ; 3 ;;; 2 ; ; 2 ; ; 8 ; 2 ;;; 77 ; 43 ; 51 ; 22 ; 1 ; ;;; ; 1 ; ; 7 ; ; 1 ; 6 ; 13 ; 13 ; 7 ; 4 ; 13 ; 36 ; 27 ; 7 ; 2 
Sao Paulo;Gremio;2015;6; 2 ; ; 57% ; 43% ; 4 ; 1 ;;;;;;; 2 ; 5 ;;; 59 ; 48 ; 40 ; 29 ; 2 ; 1 ; 1 ; ;;; 3 ; 2 ;;; 18 ; 13 ; 14 ; 20 ; 7 ; 7 ; 16 ; 12 ; 4 ; 3 
Coritiba;Flamengo;2015;7; ; 1 ; 58% ; 42% ; 5 ; 2 ;;;;; 2 ; ; 4 ; 4 ;;; 85 ; 68 ; 50 ; 38 ; ; 2 ;;; ; 1 ; 2 ; 4 ;;; 17 ; 14 ; 16 ; 17 ; 6 ; 8 ; 34 ; 18 ; 8 ; 2 
Corinthians;Internacional;2015;7; 2 ; 1 ; 47% ; 53% ; 2 ; 4 ;;; ; 1 ; 1 ; ; 4 ; 4 ;;; 56 ; 58 ; 39 ; 41 ; 4 ; 2 ;;;;; ; 2 ;;; 10 ; 9 ; 11 ; 14 ; 15 ; 9 ; 25 ; 34 ; 4 ; 7 
Avai;Figueirense;2015;7; 1 ; 1 ; 57% ; 43% ; 3 ; 1 ;;;;; 1 ; 1 ; 2 ; 5 ;;; 74 ; 58 ; 39 ; 29 ; ; 4 ;;;;; 4 ; 3 ;;; 11 ; 26 ; 30 ; 14 ; 9 ; 8 ; 38 ; 37 ; 5 ; 2 
Flamengo;Atletico Mg;2015;8; ; 2 ; 53% ; 47% ; 4 ; 3 ;;;;; 1 ; ; 8 ; 4 ;;; 58 ; 46 ; 40 ; 26 ; 1 ; 1 ;;; ; 1 ; ; 1 ;;; 6 ; 14 ; 15 ; 8 ; 7 ; 15 ; 28 ; 31 ; 4 ; 3 
Santos;Corinthians;2015;8; 1 ; ; 47% ; 53% ; 5 ; 3 ;;; ; 2 ; 2 ; 2 ; 2 ; ;;; 55 ; 49 ; 31 ; 20 ; 4 ; 1 ;;; 1 ; 1 ; 4 ; 4 ;;; 19 ; 16 ; 17 ; 23 ; 4 ; 4 ; 18 ; 25 ; 6 ; 7 
Figueirense;Internacional;2015;8;;; 44% ; 56% ; 5 ; 3 ;;;;; 2 ; 4 ; 6 ; 6 ;;; 69 ; 60 ; 43 ; 33 ; 2 ; ;;;;; 3 ; 2 ;;; 15 ; 17 ; 18 ; 19 ; 12 ; 11 ; 34 ; 33 ; 4 ; 4 
Gremio;Atletico Pr;2015;7; 2 ; 1 ; 55% ; 45% ; 6 ; 4 ;;;;; 2 ; ; 5 ; 3 ;;; 65 ; 66 ; 32 ; 25 ; 5 ; ;;;;; 1 ; 4 ;;; 8 ; 22 ; 22 ; 13 ; 10 ; 10 ; 23 ; 26 ; 13 ; 7 
Sao Paulo;Avai;2015;8; 1 ; 1 ; 58% ; 42% ; 4 ; 2 ;;;;; 2 ; 2 ; 10 ; 6 ;;; 62 ; 38 ; 41 ; 17 ; 9 ; 1 ;;;;; 1 ; 5 ;;; 14 ; 12 ; 13 ; 23 ; 6 ; 11 ; 21 ; 24 ; 9 ; 9 
Joinville;Goias;2015;8; 2 ; 1 ; 49% ; 51% ; 4 ; 2 ;;;;; 1 ; 7 ; 4 ; 5 ;;; 55 ; 66 ; 36 ; 49 ; ; 2 ;;; ; 1 ; 4 ; 5 ; 1 ; ; 13 ; 12 ; 15 ; 13 ; 9 ; 7 ; 17 ; 27 ; 3 ; 11 
Fluminense;Ponte Preta;2015;8; 2 ; ; 46% ; 54% ; 3 ; 4 ;;;;; 5 ; 1 ; 7 ; 4 ;;; 41 ; 43 ; 21 ; 16 ;;;;;;; 2 ; 3 ;;; 17 ; 17 ; 17 ; 17 ; 9 ; 11 ; 23 ; 27 ; 3 ; 6 
Gremio;Palmeiras;2015;8; 1 ; ; 47% ; 53% ; 5 ; 5 ;;;;; 2 ; ; 2 ; 2 ;;; 71 ; 68 ; 36 ; 25 ; 6 ; ;;;;; 4 ; 3 ;;; 11 ; 9 ; 9 ; 17 ; 7 ; 8 ; 19 ; 29 ; 1 ; 7 
Atletico Pr;Coritiba;2015;8; 2 ; 2 ; 55% ; 45% ; 5 ; 5 ;;;;; 3 ; ; 5 ; 7 ;;; 76 ; 55 ; 40 ; 30 ; 5 ; 2 ;;; ; 2 ; 2 ; 5 ;;; 11 ; 19 ; 21 ; 16 ; 9 ; 12 ; 22 ; 24 ; 2 ; 3 
Avai;Gremio;2015;9; 1 ; 2 ; 54% ; 46% ; 3 ; 1 ;;;;; 3 ; 1 ; 6 ; 3 ;;; 70 ; 58 ; 47 ; 31 ; 1 ; 3 ; 1 ; ;;; 3 ; 3 ;;; 12 ; 14 ; 18 ; 15 ; 6 ; 10 ; 40 ; 38 ; 12 ; 4 
Cruzeiro;Chapecoense;2015;8; ; 1 ; 61% ; 39% ; 1 ; 2 ;;;;; 3 ; ; 7 ; 3 ;;; 59 ; 40 ; 38 ; 21 ; 2 ; 1 ;;;;; 4 ; 3 ;;; 9 ; 16 ; 17 ; 11 ; 5 ; 12 ; 50 ; 32 ; 5 ; 4 
Chapecoense;Sport;2015;9; 1 ; 1 ; 62% ; 38% ; 6 ; 3 ;;; ; ; 3 ; 3 ; 4 ; 8 ;;; 66 ; 50 ; 40 ; 23 ; 1 ; 1 ;;;;; 1 ; 5 ;;; 8 ; 16 ; 17 ; 9 ; 14 ; 10 ; 38 ; 26 ; 16 ; 3 
Corinthians;Figueirense;2015;9; 2 ; 1 ; 54% ; 46% ; 5 ; 1 ;;; 1 ; ;;; 6 ; 2 ;;; 55 ; 43 ; 34 ; 28 ; 1 ; 3 ; 1 ; ;;; ; 2 ;;; 8 ; 9 ; 12 ; 9 ; 8 ; 7 ; 21 ; 20 ; 7 ; 3 
Atletico Mg;Joinville;2015;9; 1 ; ; 58% ; 42% ; 3 ; 1 ;;; ; 1 ; 2 ; 1 ; 5 ; 3 ;;; 86 ; 76 ; 54 ; 36 ; 4 ; 4 ;;;;; 2 ; 1 ;;; 8 ; 16 ; 20 ; 12 ; 7 ; 12 ; 23 ; 24 ; 10 ; 3 
Coritiba;Cruzeiro;2015;9; 1 ; ; 49% ; 51% ; 3 ; 4 ;;;;; 1 ; ; 6 ; 7 ;;; 73 ; 71 ; 42 ; 32 ; 4 ; 3 ;;;;; 5 ; 5 ;;; 21 ; 15 ; 18 ; 25 ; 11 ; 10 ; 21 ; 27 ; 3 ; 2 
